lg	inLg	name
pt	vo	volapuque
pt	vot	vótico
pt	vun	vunjo
pt	wa	valão
pt	wae	walser
pt	wal	wolaytta
pt	war	waray
pt	was	washo
pt	wbp	warlpiri
pt	wo	uolofe
pt	wuu	wu
pt	xal	kalmyk
pt	xh	xhosa
pt	xog	lusoga
pt	yao	yao
pt	yap	yapese
pt	yav	yangben
pt	ybb	yemba
pt	yi	iídiche
pt	yo	iorubá
pt	yue	cantonês
pt	za	zhuang
pt	zap	zapoteco
pt	zbl	símbolos blis
pt	zen	zenaga
pt	zgh	tamazirte marroqino padrão
pt	zh	chinês
pt	zh_Hans	chinês simplificado
pt	zh_Hant	chinês tradicional
pt	zu	zulu
pt	zun	zunhi
pt	zxx	sem conteúdo linguístico
pt	zza	zazaki
es	aa	afar
es	ab	abjasio
es	ace	acehnés
es	ach	acoli
es	ada	adangme
es	ady	adigué
es	ae	avéstico
es	af	afrikáans
es	afh	afrihili
es	agq	aghem
es	ain	ainu
es	ak	akan
es	akk	acadio
es	ale	aleutiano
es	alt	altái meridional
es	am	amárico
es	an	aragonés
es	ang	inglés antiguo
es	anp	angika
es	ar	árabe
es	ar_001	árabe estándar moderno
es	arc	arameo
es	arn	mapuche
es	arp	arapaho
es	ars	árabe najdí
es	arw	arahuaco
es	as	asamés
es	asa	asu
es	ast	asturiano
es	av	avar
es	awa	avadhi
es	ay	aimara
es	az	azerbaiyano
es	az	azerí
es	ba	baskir
es	bal	baluchi
es	ban	balinés
es	bas	basaa
es	bax	bamún
es	bbj	ghomala
es	be	bielorruso
es	bej	beja
es	bem	bemba
es	bez	bena
es	bfd	bafut
es	bg	búlgaro
es	bgn	baluchi occidental
es	bho	bhoyapurí
es	bi	bislama
es	bik	bicol
es	bin	bini
es	bkm	kom
es	bla	siksika
es	bm	bambara
es	bn	bengalí
es	bo	tibetano
es	br	bretón
es	bra	braj
es	brx	bodo
es	bs	bosnio
es	bss	akoose
es	bua	buriato
es	bug	buginés
es	bum	bulu
es	byn	blin
es	byv	medumba
es	ca	catalán
es	cad	caddo
es	car	caribe
es	cay	cayuga
es	cch	atsam
es	ce	checheno
es	ceb	cebuano
es	cgg	chiga
es	ch	chamorro
es	chb	chibcha
es	chg	chagatái
es	chk	trukés
es	chm	marí
es	chn	jerga chinuk
es	cho	choctaw
es	chp	chipewyan
es	chr	cheroqui
es	chy	cheyene
es	ckb	kurdo sorani
es	co	corso
es	cop	copto
es	cr	cree
es	crh	tártaro de Crimea
es	crs	criollo seychelense
es	cs	checo
es	csb	casubio
es	cu	eslavo eclesiástico
es	cv	chuvasio
es	cy	galés
es	da	danés
es	dak	dakota
es	dar	dargva
es	dav	taita
es	de	alemán
es	de_AT	alemán austríaco
es	de_CH	alto alemán suizo
es	del	delaware
es	den	slave
es	dgr	dogrib
es	din	dinka
es	dje	zarma
es	doi	dogri
es	dsb	bajo sorbio
es	dua	duala
es	dum	neerlandés medio
es	dv	divehi
es	dyo	jola-fonyi
es	dyu	diula
es	dz	dzongkha
es	dzg	dazaga
es	ebu	embu
es	ee	ewé
es	efi	efik
es	egy	egipcio antiguo
es	eka	ekajuk
es	el	griego
es	elx	elamita
es	en	inglés
es	en_AU	inglés australiano
es	en_CA	inglés canadiense
es	en_GB	inglés británico
es	en_GB	inglés (RU)
es	en_US	inglés estadounidense
es	en_US	inglés (EE. UU.)
es	enm	inglés medio
es	eo	esperanto
es	es	español
es	es_419	español latinoamericano
es	es_ES	español de España
es	es_MX	español de México
es	et	estonio
es	eu	euskera
es	ewo	ewondo
es	fa	persa
es	fan	fang
es	fat	fanti
es	ff	fula
es	fi	finés
es	fil	filipino
es	fj	fiyiano
es	fo	feroés
es	fon	fon
es	fr	francés
es	fr_CA	francés canadiense
es	fr_CH	francés suizo
es	frc	francés cajún
es	frm	francés medio
es	fro	francés antiguo
es	frr	frisón septentrional
es	frs	frisón oriental
es	fur	friulano
es	fy	frisón occidental
es	ga	irlandés
es	gaa	ga
es	gag	gagauzo
es	gan	chino gan
es	gay	gayo
es	gba	gbaya
es	gd	gaélico escocés
es	gez	geez
es	gil	gilbertés
es	gl	gallego
es	gmh	alto alemán medio
es	gn	guaraní
es	goh	alto alemán antiguo
es	gon	gondi
es	gor	gorontalo
es	got	gótico
es	grb	grebo
es	grc	griego antiguo
es	gsw	alemán suizo
es	gu	guyaratí
es	guz	gusii
es	gv	manés
es	gwi	kutchin
es	ha	hausa
es	hai	haida
es	hak	chino hakka
es	haw	hawaiano
es	he	hebreo
es	hi	hindi
es	hil	hiligaynon
es	hit	hitita
es	hmn	hmong
es	ho	hiri motu
es	hr	croata
es	hsb	alto sorbio
es	hsn	chino xiang
es	ht	criollo haitiano
es	hu	húngaro
es	hup	hupa
es	hy	armenio
es	hz	herero
es	ia	interlingua
es	iba	iban
es	ibb	ibibio
es	id	indonesio
es	ie	interlingue
es	ig	igbo
es	ii	yi de Sichuán
es	ik	inupiaq
es	ilo	ilocano
es	inh	ingush
es	io	ido
es	is	islandés
es	it	italiano
es	iu	inuktitut
es	ja	japonés
es	jbo	lojban
es	jgo	ngomba
es	jmc	machame
es	jpr	judeo-persa
es	jrb	judeo-árabe
es	jv	javanés
es	ka	georgiano
es	kaa	karakalpako
es	kab	cabila
es	kac	kachin
es	kaj	jju
es	kam	kamba
es	kaw	kawi
es	kbd	kabardiano
es	kbl	kanembu
es	kcg	tyap
es	kde	makonde
es	kea	criollo caboverdiano
es	kfo	koro
es	kg	kongo
es	kha	khasi
es	kho	kotanés
es	khq	koyra chiini
es	ki	kikuyu
es	kj	kuanyama
es	kk	kazajo
es	kkj	kako
es	kl	groenlandés
es	kln	kalenjin
es	km	jemer
es	kmb	kimbundu
es	kn	canarés
es	ko	coreano
es	koi	komi permio
es	kok	konkaní
es	kos	kosraeano
es	kpe	kpelle
es	kr	kanuri
es	krc	karachay-balkar
es	krl	carelio
es	kru	kurukh
es	ks	cachemiro
es	ksb	shambala
es	ksf	bafia
es	ksh	kölsch
es	ku	kurdo
es	kum	kumyk
es	kut	kutenai
es	kv	komi
es	kw	córnico
es	ky	kirguís
es	la	latín
es	lad	ladino
es	lag	langi
es	lah	lahnda
es	lam	lamba
es	lb	luxemburgués
es	lez	lezgiano
es	lg	ganda
es	li	limburgués
es	lkt	lakota
es	ln	lingala
es	lo	lao
es	lol	mongo
es	lou	criollo de Luisiana
es	loz	lozi
es	lrc	lorí septentrional
es	lt	lituano
es	lu	luba-katanga
es	lua	luba-lulua
es	lui	luiseño
es	lun	lunda
es	luo	luo
es	lus	mizo
es	luy	luyia
es	lv	letón
es	mad	madurés
es	maf	mafa
es	mag	magahi
es	mai	maithili
es	mak	macasar
es	man	mandingo
es	mas	masái
es	mde	maba
es	mdf	moksha
es	mdr	mandar
es	men	mende
es	mer	meru
es	mfe	criollo mauriciano
es	mg	malgache
es	mga	irlandés medio
es	mgh	makhuwa-meetto
es	mgo	meta’
es	mh	marshalés
es	mi	maorí
es	mic	micmac
es	min	minangkabau
es	mk	macedonio
es	ml	malayalam
es	mn	mongol
es	mnc	manchú
es	mni	manipuri
es	moh	mohawk
es	mos	mossi
es	mr	maratí
es	ms	malayo
es	mt	maltés
es	mua	mundang
es	mul	varios idiomas
es	mus	creek
es	mwl	mirandés
es	mwr	marwari
es	my	birmano
es	mye	myene
es	myv	erzya
es	mzn	mazandaraní
es	na	nauruano
es	nan	chino min nan
es	nap	napolitano
es	naq	nama
es	nb	noruego bokmal
es	nd	ndebele septentrional
es	nds	bajo alemán
es	nds_NL	bajo sajón
es	ne	nepalí
es	new	newari
es	ng	ndonga
es	nia	nias
es	niu	niueano
es	nl	neerlandés
es	nl_BE	flamenco
es	nmg	kwasio
es	nn	noruego nynorsk
es	nnh	ngiemboon
es	no	noruego
es	nog	nogai
es	non	nórdico antiguo
es	nqo	n’ko
es	nr	ndebele meridional
es	nso	sotho septentrional
es	nus	nuer
es	nv	navajo
es	nwc	newari clásico
es	ny	nyanja
es	nym	nyamwezi
es	nyn	nyankole
es	nyo	nyoro
es	nzi	nzima
es	oc	occitano
es	oj	ojibwa
es	om	oromo
es	or	oriya
es	os	osético
es	osa	osage
es	ota	turco otomano
es	pa	panyabí
es	pag	pangasinán
es	pal	pahlavi
es	pam	pampanga
es	pap	papiamento
es	pau	palauano
es	pcm	pidgin de Nigeria
es	peo	persa antiguo
es	phn	fenicio
es	pi	pali
es	pl	polaco
es	pon	pohnpeiano
es	prg	prusiano
es	pro	provenzal antiguo
es	ps	pastún
es	ps	pastú
es	pt	portugués
es	pt_BR	portugués de Brasil
es	pt_PT	portugués de Portugal
es	qu	quechua
es	quc	quiché
es	raj	rajasthani
es	rap	rapanui
es	rar	rarotongano
es	rm	romanche
es	rn	kirundi
es	ro	rumano
es	ro_MD	moldavo
es	rof	rombo
es	rom	romaní
es	root	raíz
es	ru	ruso
es	rup	arrumano
es	rw	kinyarwanda
es	rwk	rwa
es	sa	sánscrito
es	sad	sandawe
es	sah	sakha
es	sam	arameo samaritano
es	saq	samburu
es	sas	sasak
es	sat	santali
es	sba	ngambay
es	sbp	sangu
es	sc	sardo
es	scn	siciliano
es	sco	escocés
es	sd	sindhi
es	sdh	kurdo meridional
es	se	sami septentrional
es	see	seneca
es	seh	sena
es	sel	selkup
es	ses	koyraboro senni
es	sg	sango
es	sga	irlandés antiguo
es	sh	serbocroata
es	shi	tashelhit
es	shn	shan
es	shu	árabe chadiano
es	si	cingalés
es	sid	sidamo
es	sk	eslovaco
es	sl	esloveno
es	sm	samoano
es	sma	sami meridional
es	smj	sami lule
es	smn	sami inari
es	sms	sami skolt
es	sn	shona
es	snk	soninké
es	so	somalí
es	sog	sogdiano
es	sq	albanés
es	sr	serbio
es	srn	sranan tongo
es	srr	serer
es	ss	suazi
es	ssy	saho
es	st	sotho meridional
es	su	sundanés
es	suk	sukuma
es	sus	susu
es	sux	sumerio
es	sv	sueco
es	sw	suajili
es	sw_CD	suajili del Congo
es	swb	comorense
es	syc	siríaco clásico
es	syr	siriaco
es	ta	tamil
es	te	telugu
es	tem	temne
es	teo	teso
es	ter	tereno
es	tet	tetún
es	tg	tayiko
es	th	tailandés
es	ti	tigriña
es	tig	tigré
es	tiv	tiv
es	tk	turcomano
es	tkl	tokelauano
es	tl	tagalo
es	tlh	klingon
es	tli	tlingit
es	tmh	tamashek
es	tn	setsuana
es	to	tongano
es	tog	tonga del Nyasa
es	tpi	tok pisin
es	tr	turco
es	trv	taroko
es	ts	tsonga
es	tsi	tsimshiano
es	tt	tártaro
es	tum	tumbuka
es	tvl	tuvaluano
es	tw	twi
es	twq	tasawaq
es	ty	tahitiano
es	tyv	tuviniano
es	tzm	tamazight del Atlas Central
es	udm	udmurt
es	ug	uigur
es	ug	uygur
es	uga	ugarítico
es	uk	ucraniano
es	umb	umbundu
es	und	lengua desconocida
es	ur	urdu
es	uz	uzbeko
es	vai	vai
es	ve	venda
es	vi	vietnamita
es	vo	volapük
es	vot	vótico
es	vun	vunjo
es	wa	valón
es	wae	walser
es	wal	wolayta
es	war	waray
es	was	washo
es	wbp	warlpiri
es	wo	wólof
es	wuu	chino wu
es	xal	kalmyk
es	xh	xhosa
es	xog	soga
es	yao	yao
es	yap	yapés
es	yav	yangben
es	ybb	yemba
es	yi	yidis
es	yo	yoruba
es	yue	cantonés
es	za	zhuang
es	zap	zapoteco
es	zbl	símbolos Bliss
es	zen	zenaga
es	zgh	tamazight estándar marroquí
es	zh	chino
es	zh_Hans	chino simplificado
es	zh_Hant	chino tradicional
es	zu	zulú
es	zun	zuñi
es	zxx	sin contenido lingüístico
es	zza	zazaki
kk	aa	афар тілі
kk	ab	абхаз тілі
kk	ace	ачех тілі
kk	ada	адангме тілі
kk	ady	адыгей тілі
kk	af	африкаанс тілі
kk	agq	агхем тілі
kk	ain	айну тілі
kk	ak	акан тілі
kk	ale	алеут тілі
kk	alt	оңтүстік алтай тілі
kk	am	амхар тілі
kk	an	арагон тілі
kk	anp	ангика тілі
kk	ar	араб тілі
kk	ar_001	қазіргі стандартты араб тілі
kk	arn	мапуче тілі
kk	arp	арапахо тілі
kk	as	ассам тілі
kk	asa	асу тілі
kk	ast	астурия тілі
kk	av	авар тілі
kk	awa	авадхи тілі
kk	ay	аймара тілі
kk	az	әзірбайжан тілі
kk	az	әзірбайжан тілі
kk	ba	башқұрт тілі
kk	ban	бали тілі
kk	bas	баса тілі
kk	be	беларусь тілі
kk	bem	бемба тілі
kk	bez	бена тілі
kk	bg	болгар тілі
kk	bgn	батыс балучи тілі
kk	bho	бходжпури тілі
kk	bi	бислама тілі
kk	bin	бини тілі
kk	bla	сиксика тілі
kk	bm	бамбара тілі
kk	bn	бенгал тілі
kk	bo	тибет тілі
kk	br	бретон тілі
kk	brx	бодо тілі
kk	bs	босния тілі
kk	bug	бугис тілі
kk	byn	блин тілі
kk	ca	каталан тілі
kk	ce	шешен тілі
kk	ceb	себуано тілі
kk	cgg	кига тілі
kk	ch	чаморро тілі
kk	chk	чуук тілі
kk	chm	мари тілі
kk	cho	чокто тілі
kk	chr	чероки тілі
kk	chy	шайен тілі
kk	ckb	сорани тілі
kk	co	корсика тілі
kk	crs	сейшельдік креол тілі
kk	cs	чех тілі
kk	cu	шіркеулік славян тілі
kk	cv	чуваш тілі
kk	cy	валлий тілі
kk	da	дат тілі
kk	dak	дакота тілі
kk	dar	даргин тілі
kk	dav	таита тілі
kk	de	неміс тілі
kk	de_AT	австриялық неміс тілі
kk	de_CH	швейцариялық әдеби неміс тілі
kk	dgr	догриб тілі
kk	dje	зарма тілі
kk	dsb	төменгі лужица тілі
kk	dua	дуала тілі
kk	dv	дивехи тілі
kk	dyo	диола тілі
kk	dz	дзонг-кэ тілі
kk	dzg	дазага тілі
kk	ebu	эмбу тілі
kk	ee	эве тілі
kk	efi	эфик тілі
kk	eka	экаджук тілі
kk	el	грек тілі
kk	en	ағылшын тілі
kk	en_AU	австралиялық ағылшын тілі
kk	en_CA	канадалық ағылшын тілі
kk	en_GB	британиялық ағылшын тілі
kk	en_GB	британиялық ағылшын тілі
kk	en_US	америкалық ағылшын тілі
kk	en_US	америкалық ағылшын тілі
kk	eo	эсперанто тілі
kk	es	испан тілі
kk	es_419	латынамерикалық испан тілі
kk	es_ES	еуропалық испан тілі
kk	es_MX	мексикалық испан тілі
kk	et	эстон тілі
kk	eu	баск тілі
kk	ewo	эвондо тілі
kk	fa	парсы тілі
kk	ff	фула тілі
kk	fi	фин тілі
kk	fil	филиппин тілі
kk	fj	фиджи тілі
kk	fo	фарер тілі
kk	fon	фон тілі
kk	fr	француз тілі
kk	fr_CA	канадалық француз тілі
kk	fr_CH	швейцариялық француз тілі
kk	fur	фриуль тілі
kk	fy	батыс фриз тілі
kk	ga	ирланд тілі
kk	gaa	га тілі
kk	gag	гагауз тілі
kk	gd	шотландиялық гэль тілі
kk	gez	геэз тілі
kk	gil	гильберт тілі
kk	gl	галисия тілі
kk	gn	гуарани тілі
kk	gor	горонтало тілі
kk	gsw	швейцариялық неміс тілі
kk	gu	гуджарати тілі
kk	guz	гусии тілі
kk	gv	мэн тілі
kk	gwi	гвичин тілі
kk	ha	хауса тілі
kk	haw	гавайи тілі
kk	he	иврит тілі
kk	hi	хинди тілі
kk	hil	хилигайнон тілі
kk	hmn	хмонг тілі
kk	hr	хорват тілі
kk	hsb	жоғарғы лужица тілі
kk	ht	гаити тілі
kk	hu	венгр тілі
kk	hup	хупа тілі
kk	hy	армян тілі
kk	hz	гереро тілі
kk	ia	интерлингва тілі
kk	iba	ибан тілі
kk	ibb	ибибио тілі
kk	id	индонезия тілі
kk	ie	интерлингве тілі
kk	ig	игбо тілі
kk	ii	сычуан и тілі
kk	ilo	илоко тілі
kk	inh	ингуш тілі
kk	io	идо тілі
kk	is	исланд тілі
kk	it	итальян тілі
kk	iu	инуктитут тілі
kk	ja	жапон тілі
kk	jbo	ложбан тілі
kk	jgo	нгомба тілі
kk	jmc	мачаме тілі
kk	jv	ява тілі
kk	ka	грузин тілі
kk	kab	кабил тілі
kk	kac	качин тілі
kk	kaj	каджи тілі
kk	kam	камба тілі
kk	kbd	кабардин тілі
kk	kcg	тьяп тілі
kk	kde	маконде тілі
kk	kea	кабувердьяну тілі
kk	kfo	коро тілі
kk	kha	кхаси тілі
kk	khq	койра чини тілі
kk	ki	кикуйю тілі
kk	kj	кваньяма тілі
kk	kk	қазақ тілі
kk	kkj	како тілі
kk	kl	калаалисут тілі
kk	kln	каленжин тілі
kk	km	кхмер тілі
kk	kmb	кимбунду тілі
kk	kn	каннада тілі
kk	ko	корей тілі
kk	koi	коми-пермяк тілі
kk	kok	конкани тілі
kk	kpe	кпелле тілі
kk	kr	канури тілі
kk	krc	қарашай-балқар тілі
kk	krl	карель тілі
kk	kru	курух тілі
kk	ks	кашмир тілі
kk	ksb	шамбала тілі
kk	ksf	бафиа тілі
kk	ksh	кёльн тілі
kk	ku	күрд тілі
kk	kum	құмық тілі
kk	kv	коми тілі
kk	kw	корн тілі
kk	ky	қырғыз тілі
kk	la	латын тілі
kk	lad	ладино тілі
kk	lag	ланги тілі
kk	lb	люксембург тілі
kk	lez	лезгин тілі
kk	lg	ганда тілі
kk	li	лимбург тілі
kk	lkt	лакота тілі
kk	ln	лингала тілі
kk	lo	лаос тілі
kk	loz	лози тілі
kk	lrc	солтүстік люри тілі
kk	lt	литва тілі
kk	lu	луба-катанга тілі
kk	lua	луба-лулуа тілі
kk	lun	лунда тілі
kk	luo	луо тілі
kk	lus	мизо тілі
kk	luy	лухиа тілі
kk	lv	латыш тілі
kk	mad	мадур тілі
kk	mag	магахи тілі
kk	mai	майтхили тілі
kk	mak	макасар тілі
kk	mas	масай тілі
kk	mdf	мокша тілі
kk	men	менде тілі
kk	mer	меру тілі
kk	mfe	морисиен тілі
kk	mg	малагаси тілі
kk	mgh	макуа-меетто тілі
kk	mgo	мета тілі
kk	mh	маршалл тілі
kk	mi	маори тілі
kk	mic	микмак тілі
kk	min	минангкабау тілі
kk	mk	македон тілі
kk	ml	малаялам тілі
kk	mn	моңғол тілі
kk	mni	манипури тілі
kk	moh	могавк тілі
kk	mos	мосси тілі
kk	mr	маратхи тілі
kk	ms	малай тілі
kk	mt	мальта тілі
kk	mua	мунданг тілі
kk	mul	бірнеше тіл
kk	mus	крик тілі
kk	mwl	миранд тілі
kk	my	бирма тілі
kk	myv	эрзян тілі
kk	mzn	мазандеран тілі
kk	na	науру тілі
kk	nap	неаполитан тілі
kk	naq	нама тілі
kk	nb	норвегиялық букмол тілі
kk	nd	солтүстік ндебеле тілі
kk	nds	төменгі неміс тілі
kk	nds_NL	төменгі саксон тілі
kk	ne	непал тілі
kk	new	невар тілі
kk	ng	ндонга тілі
kk	nia	ниас тілі
kk	niu	ниуэ тілі
kk	nl	нидерланд тілі
kk	nl_BE	фламанд тілі
kk	nmg	квасио тілі
kk	nn	норвегиялық нюнорск тілі
kk	nnh	нгиембун тілі
kk	no	норвег тілі
kk	nog	ноғай тілі
kk	nqo	нко тілі
kk	nr	оңтүстік ндебеле тілі
kk	nso	солтүстік сото тілі
kk	nus	нуэр тілі
kk	nv	навахо тілі
kk	ny	ньянджа тілі
kk	nyn	нианколе тілі
kk	oc	окситан тілі
kk	om	оромо тілі
kk	or	ория тілі
kk	os	осетин тілі
kk	pa	пенджаб тілі
kk	pag	пангасинан тілі
kk	pam	пампанга тілі
kk	pap	папьяменто тілі
kk	pau	палау тілі
kk	pcm	нигериялық пиджин тілі
kk	pl	поляк тілі
kk	prg	пруссия тілі
kk	ps	пушту тілі
kk	pt	португал тілі
kk	pt_BR	бразилиялық португал тілі
kk	pt_PT	еуропалық португал тілі
kk	qu	кечуа тілі
kk	quc	киче тілі
kk	rap	рапануй тілі
kk	rar	раротонган тілі
kk	rm	романш тілі
kk	rn	рунди тілі
kk	ro	румын тілі
kk	ro_MD	молдован тілі
kk	rof	ромбо тілі
kk	root	ата тіл
kk	ru	орыс тілі
kk	rup	арумын тілі
kk	rw	киньяруанда тілі
kk	rwk	руа тілі
kk	sa	санскрит тілі
kk	sad	сандаве тілі
kk	sah	якут тілі
kk	saq	самбуру тілі
kk	sat	сантали тілі
kk	sba	нгамбай тілі
kk	sbp	сангу тілі
kk	sc	сардин тілі
kk	scn	сицилия тілі
kk	sco	шотланд тілі
kk	sd	синдхи тілі
kk	sdh	оңтүстік күрд тілі
kk	se	солтүстік саам тілі
kk	seh	сена тілі
kk	ses	койраборо сенни тілі
kk	sg	санго тілі
kk	sh	серб-хорват тілі
kk	shi	ташелхит тілі
kk	shn	шан тілі
kk	si	сингал тілі
kk	sk	словак тілі
kk	sl	словен тілі
kk	sm	самоа тілі
kk	sma	оңтүстік саам тілі
kk	smj	луле саам тілі
kk	smn	инари саам тілі
kk	sms	колтта саам тілі
kk	sn	шона тілі
kk	snk	сонинке тілі
kk	so	сомали тілі
kk	sq	албан тілі
kk	sr	серб тілі
kk	srn	сранан тонго тілі
kk	ss	свати тілі
kk	ssy	сахо тілі
kk	st	сесото тілі
kk	su	сундан тілі
kk	suk	сукума тілі
kk	sv	швед тілі
kk	sw	суахили тілі
kk	sw_CD	конго суахили тілі
kk	swb	комор тілі
kk	syr	сирия тілі
kk	ta	тамил тілі
kk	te	телугу тілі
kk	tem	темне тілі
kk	teo	тесо тілі
kk	tet	тетум тілі
kk	tg	тәжік тілі
kk	th	тай тілі
kk	ti	тигринья тілі
kk	tig	тигре тілі
kk	tk	түрікмен тілі
kk	tlh	клингон тілі
kk	tn	тсвана тілі
kk	to	тонган тілі
kk	tpi	ток-писин тілі
kk	tr	түрік тілі
kk	trv	тароко тілі
kk	ts	тсонга тілі
kk	tt	татар тілі
kk	tum	тумбука тілі
kk	tvl	тувалу тілі
kk	tw	тви тілі
kk	twq	тасавак тілі
kk	ty	таити тілі
kk	tyv	тувин тілі
kk	tzm	орталық атлас тамазигхт тілі
kk	udm	удмурт тілі
kk	ug	ұйғыр тілі
kk	uk	украин тілі
kk	umb	умбунду тілі
kk	und	белгісіз тіл
kk	ur	урду тілі
kk	uz	өзбек тілі
kk	vai	вай тілі
kk	ve	венда тілі
kk	vi	вьетнам тілі
kk	vo	волапюк тілі
kk	vun	вунджо тілі
kk	wa	валлон тілі
kk	wae	вальзер тілі
kk	wal	волайта тілі
kk	war	варай тілі
kk	wbp	вальбири тілі
kk	wo	волоф тілі
kk	xal	қалмақ тілі
kk	xh	кхоса тілі
kk	xog	сога тілі
kk	yav	янгбен тілі
kk	ybb	йемба тілі
kk	yi	идиш тілі
kk	yo	йоруба тілі
kk	yue	кантон тілі
kk	zgh	марокколық стандартты тамазигхт тілі
kk	zh	қытай тілі
kk	zh_Hans	жеңілдетілген қытай тілі
kk	zh_Hant	дәстүрлі қытай тілі
kk	zu	зулу тілі
kk	zun	зуни тілі
kk	zxx	тілдік мазмұны жоқ
kk	zza	заза тілі
ky	aa	афарча
ky	ab	абхазча
ky	ace	ачехче
ky	ada	адаңмече
ky	ady	адыгейче
ky	af	африкаанча
ky	agq	агемче
ky	ain	айнуча
ky	ak	аканча
ky	ale	алеутча
ky	alt	түштүк алтайча
ky	am	амхарча
ky	an	арагончо
ky	anp	ангикача
ky	ar	арабча
ky	ar_001	азыркы адабий араб тилинде
ky	arn	мапучече
ky	arp	арапахочо
ky	as	ассамча
ky	asa	асуча
ky	ast	астурийче
ky	av	аварикче
ky	awa	авадхиче
ky	ay	аймарача
ky	az	азербайжанча
ky	az	азерче
ky	ba	башкырча
ky	ban	баличе
ky	bas	басаача
ky	be	беларусча
ky	bem	бембача
ky	bez	бенача
ky	bg	болгарча
ky	bgn	чыгыш балучиче
ky	bho	бхожпуриче
ky	bi	бисламача
ky	bin	биниче
ky	bla	сиксикача
ky	bm	бамбарача
ky	bn	бангладешче
ky	bo	тибетче
ky	br	бретончо
ky	brx	бодочо
ky	bs	боснийче
ky	bug	бугийче
ky	byn	блинче
ky	ca	каталонча
ky	ce	чеченче
ky	ceb	себуанча
ky	cgg	чигача
ky	ch	чаморрочо
ky	chk	чуукиче
ky	chm	мариче
ky	cho	чокточо
ky	chr	черокиче
ky	chy	шайеннче
ky	ckb	борбордук курдча
ky	co	корсиканча
ky	crs	сеселва креол французча
ky	cs	чехче
ky	cu	чиркөө славянча
ky	cv	чувашча
ky	cy	уелшче
ky	da	датча
ky	dak	дакотача
ky	dar	даргинче
ky	dav	таитача
ky	de	немисче
ky	de_CH	адабий немисче (Швейцария)
ky	dgr	догрибче
ky	dje	зармача
ky	dsb	төмөнкү сорбианча
ky	dua	дуалача
ky	dv	дивехиче
ky	dyo	жола-фониче
ky	dz	жонгуча
ky	dzg	дазагача
ky	ebu	эмбуча
ky	ee	эбече
ky	efi	эфикче
ky	eka	экажукча
ky	el	грекче
ky	en	англисче
ky	en_GB	англисче (УБ)
ky	en_US	англисче (Америка Кошмо Штаттары)
ky	en_US	англисче (АКШ)
ky	eo	эсперанто
ky	es	испанча
ky	es_ES	испанча (Европа)
ky	et	эстончо
ky	eu	баскча
ky	ewo	эвондочо
ky	fa	фарсча
ky	ff	фулача
ky	fi	финче
ky	fil	филипинче
ky	fj	фижиче
ky	fo	фарерче
ky	fon	фончо
ky	fr	французча
ky	fur	фриулча
ky	fy	батыш фризче
ky	ga	ирландча
ky	gaa	гача
ky	gag	гагаузча
ky	gan	Гань Кытайча
ky	gd	шотладиялык гелча
ky	gez	гиизче
ky	gil	гилбертче
ky	gl	галисияча
ky	gn	гуараниче
ky	gor	горонталочо
ky	gsw	немисче (Швейцария)
ky	gu	гужаратча
ky	guz	гусиче
ky	gv	мэнксыча
ky	gwi	гвичинче
ky	ha	хаусача
ky	hak	Хакка кытайча
ky	haw	гавайча
ky	he	ивритче
ky	hi	хиндиче
ky	hil	хилигайнончо
ky	hmn	хмонгчо
ky	hr	хорватча
ky	hsb	жогорку сорбианча
ky	hsn	Сянь Кытайча
ky	ht	гаитиче
ky	hu	венгерче
ky	hup	хупача
ky	hy	армянча
ky	hz	герерочо
ky	ia	интерлингва
ky	iba	ибанча
ky	ibb	ибибиочо
ky	id	индонезияча
ky	ig	игбочо
ky	ii	сычуань йиче
ky	ilo	илокочо
ky	inh	ингушча
ky	io	идочо
ky	is	исландча
ky	it	италиянча
ky	iu	инуктитутча
ky	ja	жапончо
ky	jbo	ложбанча
ky	jgo	нгомбача
ky	jmc	мачамече
ky	jv	жаванизче
ky	ka	грузинче
ky	kab	кабылча
ky	kac	кахинче
ky	kaj	джуча
ky	kam	камбача
ky	kbd	кабардинче
ky	kcg	тяпча
ky	kde	макондече
ky	kea	кабувердиче
ky	kfo	корочо
ky	kha	хасиче
ky	khq	койра чиниче
ky	ki	кикуйиче
ky	kj	куаньямача
ky	kk	казакча
ky	kkj	какочо
ky	kl	калаалисутча
ky	kln	каленжиче
ky	km	кмерче
ky	kmb	кимбундуча
ky	kn	каннадача
ky	ko	корейче
ky	koi	коми-пермякча
ky	kok	конканиче
ky	kpe	кпеллече
ky	kr	кануриче
ky	krc	карачай-балкарча
ky	krl	карелче
ky	kru	курухча
ky	ks	кашмирче
ky	ksb	шамабалача
ky	ksf	бафияча
ky	ksh	колоньяча
ky	ku	курдча
ky	kum	кумыкча
ky	kv	комиче
ky	kw	корнишче
ky	ky	кыргызча
ky	la	латынча
ky	lad	ладиночо
ky	lag	лангиче
ky	lb	люксембургча
ky	lez	лезгинче
ky	lg	гандача
ky	li	лимбургиче
ky	lkt	лакотача
ky	ln	лингалача
ky	lo	лаочо
ky	loz	лозиче
ky	lrc	түндүк луриче
ky	lt	литовчо
ky	lu	луба-катангача
ky	lua	луба-лулуача
ky	lun	лундача
ky	luo	луочо
ky	lus	мизочо
ky	luy	лухияча
ky	lv	латышча
ky	mad	мадурисче
ky	mag	магахиче
ky	mai	маитиличе
ky	mak	макасарча
